SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
0,0.9999999,0.136807818,1,0
0,0.409143189,5969,19,1
0,0.281489173,5024,9,0
0,1.000893275,0.597652219,11,0
0,0.111061176,1.121151539,7,2
0,0.62956174,232,7,NA
1,0.047060392,0.728098873,4,0
0,0.42506812,0.182115594,2,0
0,0.996087524,0.58811832,10,0
0,0.237317827,2222,10,0
0,0.9999999,0.253725712,4,4
0,0.024568587,0.00823391,7,0
0,0.038600188,0.308892148,14,2
0,0.296721292,0.119565217,5,0
0,0.008087838,0.094123385,18,0
0,0.75762641,0.250085587,8,2
0,0.177524045,0.417318329,9,2
0,0.37576652,0.29595631,11,2
0,0.001586862,0.209158168,8,1
0,0.00114793,0.000253936,8,0
0,0.273744785,0.502382213,12,0
0,0.441138682,0.103718665,11,0
0,0.020667849,3634,10,0
0,0.120582445,0.402832743,8,0
0,0.067631079,0.172655488,3,0
0,0.38326366,2.362339515,28,0
0,0.039132464,0.009256085,8,0
0,0.010300854,0.001940805,5,0
0,0.9999999,0,0,0
0,0,0.328,10,1
0,0.760799955,0.146632875,6,2
1,0.9999999,0,1,0
0,0.803067812,0.311773528,9,0
0,0.231025629,2.68378241,4,1
0,0,0.089371981,7,0
1,0.89010697,0.986361297,12,3
0,0.009355495,0.147890677,12,0
0,0.579785018,0.41466157,12,0
0,0.466187365,0.580598104,8,0
0,0.105312427,0.461467467,27,0
0,0.103125744,0.03812825,8,0
0,0.020211509,0.786372402,11,0
0,0.991126109,0.311652704,12,2
0,0.17403905,0.122027426,10,0
0,0.112433173,0.758310422,10,5
0,0.228500277,0.536099042,15,0
0,0,2261,7,0
0,0.9999999,0,0,0
0,0.259492792,0.953496628,5,2
0,0.014060322,0.162399415,8,4
0,0.154331952,0.129224149,9,2
0,0.168677611,0.137035949,7,0
0,0.059036711,0.664167916,10,0
0,0.01289871,0.599840043,7,4
1,0.426294821,396,2,NA
0,0.027875409,0.7296967,8,2
0,0.000119087,0.23890148,16,0
0,0.00218162,2.112138728,5,0
0,0.030781829,0.290008267,12,0
0,0.9999999,881,3,0
0,0.380139152,0.410239317,11,5
0,0.704174229,0.125138837,3,2
0,0.02219852,11,6,0
0,0,0.367690783,10,2
0,0.157536985,1322,4,0
1,0.563819824,0.181116983,15,2
1,0.87064117,1238,4,0
0,0.542539948,1.501749125,5,0
0,0.107609432,0.341422048,10,0
0,0.216141416,0.257909875,9,0
0,0.195915787,0.293941212,15,0
0,0.024532243,0.294082126,6,0
0,0.772934899,2165,7,0
0,0.08987295,0.227384736,14,2
0,0.016899155,0.132657892,5,4
0,0.002689593,584,19,0
0,0.07339485,0.00549945,3,0
0,0.016310152,3009,11,0
0,0.000920217,0.273918129,8,2
0,0.024304327,0.007529379,11,0
0,0.035994001,2343,3,0
0,0.9999999,0,0,0
0,0.9999999,10,0,NA
0,0,0,2,0
0,0.9999999,9260,7,4
0,0.94740263,0.344794878,5,0
0,0.082723513,0.311240123,6,2
0,0.084927996,0.227182144,8,3
0,0.04570923,0.018897638,10,0
0,0.09476686,0.074750216,6,0
0,0.051347442,0.276551662,23,0
0,0.627720815,0.605693069,8,0
0,0.207741025,0.283842383,16,3
0,0.030908087,0.007938681,6,1
0,0.9999999,0.16928819,4,0
0,0.068196672,0.375574169,10,2
0,0.977767408,0.453858688,3,2
0,0.743834997,0.446722635,9,2
0,0.007483176,0.239875723,9,2
0,0.999820885,0.456908618,6,3
0,0.031530573,0.290463692,11,2
1,0.9999999,0,0,0
0,0.001922094,0.361088612,6,0
0,0.114043727,2636,14,0
0,0.207379262,66,4,0
0,0.259913362,0.607421875,3,1
0,0.01551059,5,5,0
0,0.634536546,4985,5,3
0,0.052494751,1112,3,NA
0,0.012178706,0.16195951,5,0
0,0.000657885,0.230791203,12,0
0,0.379550083,1322,5,1
0,0.31557895,0.113314448,6,1
0,0.153179576,0.262382995,6,1
1,0.9999999,0.357910522,6,2
0,1.290886392,0.0153787,3,0
0,0.2228304,0.555744347,18,2
0,0.952403808,1921,5,0
0,0.127724818,0.595674377,9,3
0,0.002733273,0.000363152,5,0
0,0.001382312,0.109240897,8,0
0,0.017054866,0.098852604,15,0
0,0.770027056,0.457159287,10,1
0,0.013620239,0.004761451,16,0
0,0.16954092,0.402091986,23,0
0,0.497524489,0.379180091,4,2
0,0.510128913,0.616966581,4,1
0,0.493769074,0.372816503,11,2
0,0.01679832,0.118122977,4,0
0,0.053761543,0.007220217,5,0
1,0.834839454,0.212615792,10,3
0,0.018886158,3756,2,0
0,0.925591362,0.852429514,12,0
0,0.16698255,253,7,0
1,0.014245716,517,9,NA
0,0.984803039,0.090694935,6,0
0,0.9999999,1664,7,0
0,0.271945611,0.564302252,9,0
0,0.305488701,0.31478087,13,0
0,0.3021295,0.080900751,6,1
0,0,0.33962893,2,1
0,0.404801425,0.038004622,12,0
0,0.04905742,0.131502423,6,0
0,0.9999999,417,0,0
0,0.432810804,0.274928751,11,0
0,0.9999999,2319,9,0
0,0.045607704,0.431097638,11,0
0,0.026471914,1351,11,0
0,0.200168704,0.334943639,24,1
0,0.062534085,0.589543938,5,0
0,0.303232256,83,3,NA
0,0.033852007,0.001481372,3,2
0,0.06559672,0.064985873,5,0
0,0.812976817,0.59215396,8,0
0,0.001877165,0.190668888,15,0
0,0.718032455,0.570440429,9,2
0,0.215081812,0.018141097,5,0
0,0.451169922,0.620374136,5,0
0,0.709779693,0.360867559,9,0
0,0.322263709,0.368798186,14,1
0,0.870475302,0.359260792,7,0
0,0.039033687,2043,10,1
0,0.00067191,0.000999667,5,0
0,0.316708078,0.25,3,0
0,0.0049999,0.763874009,20,0
0,0.101088941,2066,9,NA
0,0.670281912,0.4626837,4,2
0,0.291791196,0.748556344,6,0
0,0.9999999,0.122324816,3,0
0,0.033742916,0.19237435,8,0
0,0.084439517,0.19942832,29,0
0,0.081839952,719,3,0
1,0.841158841,259,3,1
1,0.530960507,0.151082251,10,0
0,0.315455721,0.580209895,8,0
1,0.745738933,0.72425829,11,0
0,0.044791042,0.00119976,1,0
0,0.042229686,0.198125641,5,0
0,0.337527063,0.306972093,17,0
0,0.169395899,0.196779964,2,0
0,0.00119976,0.689265537,5,1
1,0.9999999,0.006959443,0,3
0,0.053656049,0.054539884,9,2
0,0.083525611,0.128774245,6,0
0,0.67329217,0.467996947,11,1
0,0.307546921,3661,7,3
0,0.179905563,0.495011512,13,0
0,0.254763624,0.360161138,7,1
0,0,0.488061127,9,1
0,0,0.699762846,12,0
0,0.9999999,2110,4,0
0,0.421299761,0.394252232,19,2
0,0.125391387,0.276909797,10,0
0,0.151973963,0.190809191,3,0
0,0.076192381,0.006468686,4,0
0,0.164461835,2797,6,0
0,0.007182445,0.223449216,12,0
0,0.880622408,0.367380244,11,0
0,0,0.145817774,4,1
0,0.19177938,0.491754123,8,0
0,0.401799894,0.347455949,7,0
0,0.543903306,0.114359415,8,0
0,0.31324725,0.114670177,5,1
1,0.708234174,2459,10,0
0,0.881941204,0.586715867,6,0
0,0.190439709,0.070461635,11,2
0,0.342432034,2874,15,0
0,0.024177708,903,7,0
0,0.227325756,0.082487196,19,0
0,0.030541753,0.168787676,3,0
0,0.044561804,1595,7,2
0,0.726012744,1.101559376,7,1
0,0.082875846,0.383936011,14,3
0,0.30028332,3615,13,0
1,0.711237719,0.57706049,9,1
0,0.147872892,0.234692077,11,2
0,0.040806774,0.285567364,5,0
0,0.028982068,0.053595712,5,1
0,0.004407374,0.289156627,5,2
0,0.096752358,0.18530245,23,0
0,0.108635655,5774,9,0
0,0.048747563,0.070923126,4,0
1,0,0.084269663,1,2
0,0.053176061,1740,11,0
0,0.078474137,0.268060995,7,0
0,0.145202611,0.1412219,4,0
0,0.000132625,0.429550908,10,2
0,0.300389039,0.546342271,21,1
0,0.276693644,0.680188544,16,1
0,0.038665636,0.236617443,9,2
0,0.099069418,1609,8,0
0,0.386863559,0.829552926,12,0
0,0.475711244,0.517495396,7,1
0,0.564996328,0.346033729,4,0
1,0.974792261,1.383846356,11,4
0,0.310491826,0.193222479,7,0
0,0.055957762,0.020391843,6,0
0,0.245599874,0.926661669,15,3
0,0.167412509,0.076581247,10,0
0,0,2,6,0
0,0.014249644,0.015984016,2,0
0,0.532744167,0.239034795,12,0
0,0.249558181,2175,9,2
0,0,0.578962054,7,0
0,0.035999363,0.288053366,7,0
0,0.052371522,0.011134308,2,0
0,0.038381141,0.152130441,12,0
0,0.441912454,7582,19,0
0,0.262373763,0.23244189,8,0
0,0.560878244,834,2,1
0,0.613901362,0.273156986,8,0
0,0.008634527,0.152637147,7,0
0,0.110626005,0.065089779,8,0
0,0.007035051,0.057608264,12,0
0,0.004092833,2018,9,0
0,0.166975688,0.344813655,6,2
0,0.440775341,0.2504363,9,2
0,0.123991143,0.322534197,6,1
0,0,1.282679739,7,0
0,0.067120805,2555,5,0
1,0.972232905,1.179950014,10,1
0,0.817085099,0.194561088,6,0
0,0.006329263,0.124310055,3,1
0,0.003324161,0.002855103,4,0
0,0.064793409,0.322903188,15,1
0,0.9999999,0.001420051,1,0
0,0.014998636,0.780129336,4,0
0,0.003359529,2473,24,0
0,0.17588426,0.243410289,11,1
0,0.9999999,0,0,3
0,0.307869213,0.424597764,6,1
0,0.187003754,0.587661546,5,0
0,0.133440951,0.651569738,8,4
0,0,0.608821242,8,2
0,0.712165374,0.219445139,13,0
0,0,0.180681427,10,0
0,0.292670733,2642,4,3
0,0.09631241,0.067418426,6,0
0,0.034465324,0.378210439,4,0
0,0.099420766,0.434565435,8,0
0,0.268524383,0.865056227,5,1
0,0.034177541,0.33352081,12,0
0,0.032890111,0.144142643,8,1
0,0.298773749,0.393677384,11,0
0,0.228348139,0.514637658,21,0
0,0,1178,19,0
0,0.170731707,0.164967563,4,3
0,0.1262633,0.682219242,10,2
0,0.947817059,4471,10,0
0,0.457662003,0.300206505,18,0
0,0,0.091171108,2,0
0,0.022098011,0.242501,17,0
0,0.020314997,0.182744501,17,0
0,0.801448481,3259,10,1
0,0.984611389,0.103448276,8,0
0,0.9999999,0.597867141,13,2
0,0.093869133,685,5,0
0,0.174794174,0.422003929,5,0
0,0.020886659,1.000666223,5,0
0,0.145503029,0.425414365,15,0
0,0,0.828021497,9,3
0,0.015536548,0.155537785,4,0
0,0.088509958,2816,6,0
0,0.465622114,0.306154246,5,2
0,0.002986435,1271,9,0
0,0.07854039,0.127343245,4,2
1,0.018899055,1517,5,0
0,0.001068662,1.361919347,13,4
0,0.273376935,587,8,0
0,0.597964147,0.474338196,7,2
0,0.955474852,0.563641175,17,2
0,0.225102584,0.331958505,17,0
0,0.000221556,0.228620411,10,2
0,0.098956272,0.017210035,2,0
0,0.031397875,0.062149008,3,1
1,0.7509038,0.120606155,6,0
0,0.003999917,0.169478815,8,1
0,0.046415495,724,6,0
0,0.356550722,0.031242189,2,2
0,0.826128266,0.07532078,3,0
0,0.9999999,0.011423132,5,0
0,0.051547423,0.51109778,4,1
0,0.867455686,0.784253051,12,0
0,0.144309282,0.00684369,4,0
0,0.219835804,0.516918647,8,1
0,0.043190141,1783,10,1
0,0.402665929,0.145365979,9,0
0,0,0.310335782,7,2
0,0.000464637,0.172056132,4,0
0,0.015881861,0.106304836,6,1
0,0.316715023,0.423288356,5,0
0,0.001817922,1544,8,0
0,0.036454819,0.085076597,7,0
0,0.010350747,29,6,NA
0,0.013996001,0.002416918,3,0
0,0.062120689,0.284083913,12,2
1,0.573024314,0.394758228,14,0
0,0.581681255,0.807162534,10,0
0,0.108719164,0.205980383,17,0
0,0.046296046,791,4,0
0,0.196727317,2225,11,0
0,0.819552164,0.421583271,13,2
0,0.037132096,1085,9,0
0,0.091747133,2196,10,0
0,0.603412687,0.963928727,7,0
0,0.552990627,0.109875295,11,0
0,0.090272311,0.362469136,20,2
0,0.187665903,0.546100866,15,2
0,0.045909077,0.151840314,6,1
0,0.004200495,521,5,0
0,0.533133352,245,10,NA
0,0.022890862,77,3,0
0,0.887155258,0.628612979,12,3
1,0.253193837,650,7,0
0,0.004857489,0.4130539,15,0
0,0.009553982,0.000567151,3,0
0,0.052485068,1930,9,NA
0,0.12756653,0.016920877,3,0
0,0.192013194,2135,18,1
0,0,0.446996466,14,2
0,0.334479122,0.187130435,10,0
0,0.136917106,0.210580913,14,0
0,0.057925319,45,10,NA
0,0.011742689,0.10326676,15,0
0,0.087262779,0.351002865,10,3
1,0.9999999,0.791069643,7,1
1,0.99142402,0.892328398,9,0
0,0.109563603,0.009599596,5,0
0,0.200574438,0.392993979,5,3
0,0.949164131,0.361268719,6,0
0,0.9999999,0.025095602,1,1
0,0.121471896,4783,12,2
0,0,0,4,NA
0,0.088353372,872,20,0
0,0.137087348,0.317101905,8,0
0,0.42726718,1.067191453,10,0
0,0.38269238,0.223110984,5,2
0,0.321610589,0.413602674,5,0
1,0.29814801,0.299518226,21,0
0,0.0279992,1501,14,0
0,0.081304056,0.41640437,12,3
0,0.069946503,0.411379987,5,0
0,0.667827882,0.624864572,6,0
0,1.129353234,0.031916939,1,1
0,0.01347141,3260,12,0
0,0.165095687,0.398375254,9,0
0,0.9999999,0,0,NA
0,0.9999999,0,2,0
0,0.11842978,0.24550036,20,1
0,0.9999999,36,1,0
0,0.9999999,0.516329705,8,1
1,0.9999999,0.130455986,4,2
0,0.014090663,0.136033229,5,0
0,0.001687395,0.206558688,5,0
0,0.013878262,0.002661505,11,0
0,0.08221724,0.765605096,13,0
0,0.07015966,0.4,13,1
0,0.346847336,0.405312768,15,3
0,0.189842597,0.346860405,15,2
0,0.335435057,0.295169502,11,0
0,0.184128777,0.41863162,9,0
0,0.344181899,0.320307426,6,2
0,0.173909699,1604,4,0
0,0.276532653,120,1,NA
1,0.9999999,828,3,0
0,0.159092045,0.279276279,8,1
0,0.072891991,0.066155641,4,0
0,0.061516973,0.336806652,9,0
0,0,0.600086374,4,4
0,0.139432491,371,8,0
0,0.202612053,0.334735071,14,2
0,0.000291661,0.241921678,11,1
0,0.9999999,0.272370487,1,2
0,0.020132662,0.002832861,2,0
0,0.098066711,248,7,4
0,0.281885767,0.164475902,7,0
0,0.002748573,0.14913427,19,2
0,0.641712292,0.31239213,15,4
0,0.087947533,5.184259838,10,0
0,0.824774841,1.009247688,18,0
0,0,0.24569324,10,0
0,0.028980974,0.226452378,13,0
0,0.9999999,0,1,1
0,0.005653629,0.243918694,6,0
1,0.845686173,0.257958673,9,0
1,0.9999999,0.444334488,3,0
0,0,0.226954609,7,0
0,0.021080132,1.209916034,11,1
0,0.209296363,0.272727273,8,1
0,0.011739647,0.278021576,7,0
0,0.9999999,0,1,0
0,0.115143596,2917,3,0
0,0.111757258,0.306670517,7,0
0,0.010941765,298,5,NA
0,0.009924786,0.003196165,13,0
0,0.883623275,0.309995953,3,1
0,1.144896502,0.536692661,4,0
0,0.111418782,0.339053997,14,3
1,0.9999999,0.254461716,1,1
0,0.107607579,2889,17,0
0,0.024205042,0.00929814,9,0
0,0,0.419274376,5,2
0,0.046762953,0.218795559,10,0
0,0.100936744,28,3,0
0,0.21198522,0.360968452,11,0
0,0.006298227,0.005512679,8,0
0,0,0.133616494,3,1
1,0.600470035,0.151017494,5,0
0,0.088637121,1.012995668,7,2
0,0.626197817,0.121383204,5,0
0,0.48537791,1391,5,0
0,0.095260316,0.315598706,4,2
0,0,0.250838761,10,0
0,0.939825669,0.363686841,9,0
0,0.002119915,0.000275406,1,0
0,0.092636424,3868,16,0
0,0.16388759,0.040682415,3,1
0,0.006842681,0.226297055,11,0
0,0.766781958,0.456835224,14,3
1,0.96948894,165,6,0
0,0.21777832,0.542389688,8,0
1,0.99363752,0.512851897,9,1
1,0.788844622,0.164432285,4,0
0,0.484437241,0.445463698,13,0
0,0.270725487,0.534883721,17,2
1,0.032786885,0.459135216,14,1
0,0.067161455,434,10,1
0,0.007224423,0.003270111,2,0
0,0.097115345,0.416861046,8,1
0,0.14545559,0.569884928,12,1
0,0.010487462,4534,23,0
0,0.417356182,2864,14,1
0,0.158188932,0.411430888,21,0
0,0.9999999,0.140330642,1,6
0,0.08697987,0.31456699,11,0
0,0.146295123,0.749750083,6,2
0,0.293639407,0.34318555,9,3
0,0.549813396,0.725691347,9,1
0,0.477744939,1.012704687,12,0
0,0.098097639,0.179746541,13,0
1,0.997108782,0.362669503,13,0
0,0.003567903,0.001830384,9,0
0,0,0.299681505,14,1
0,0.196525864,0.207845918,2,1
0,0.123927954,0.29154519,10,1
1,0.873510188,0.196677051,6,6
0,0.025104603,0.004954875,4,0
0,0.393518102,4693,9,0
0,0.453735278,0.563859035,10,0
1,0.029078837,21,4,0
0,0.244450035,0.354213426,6,0
1,0.922538497,0.643114251,6,0
0,0.057961359,0.000728332,1,0
0,0.097645463,0.269040277,11,2
0,0.365853837,1.145219419,33,1
0,0.063588019,0.079692031,4,1
0,0,0,1,0
0,0.815901943,0.585255299,9,4
0,0.075202927,5621,8,0
0,0.9999999,0,0,2
0,0.017499702,35,10,NA
0,0.9999999,0.282190132,5,2
0,0.024919003,0.332537081,10,2
0,0.930901464,0.633346661,6,0
0,0.342522001,2507,21,0
0,0.932191292,0.414116687,13,0
0,1.00139972,0.425440172,6,0
0,0.041835261,0.23980628,9,0
0,0.070744105,0.057756696,5,0
0,0,2054,4,2
0,0.005048054,0.431610942,6,0
0,0,0.763024031,9,2
0,0.9999999,0.365406007,2,0
0,0.049677019,0.383632327,6,2
0,0.23998868,1861,8,0
1,0.147044892,0.08416181,5,2
0,0.242702936,0.557639703,12,1
0,0.004483418,0.000999833,5,1
0,0.276348682,782,3,NA
0,0.12159932,0.122709606,6,0
0,0.042088924,0.430966849,8,0
0,0,0.484648865,17,4
0,0.232038444,0.435122799,14,0
0,0,0.272954403,8,0
0,0.446767413,0.323283691,9,2
0,0.502497502,0.422315537,10,0
1,0.473755047,0.15364106,6,0
0,0.001621578,3261,5,1
0,0.121776655,0.475930972,3,0
1,0.451073268,0.265250719,11,3
0,0.101291734,0.406348679,6,0
0,0.097954038,0.193453321,13,0
0,0.003112007,18,14,0
0,0.967379078,0.264677419,5,0
0,0.245629838,492,5,3
0,0.796339927,0.487155822,11,2
0,0.000401683,0.115395601,8,0
0,0.093465417,0.340665619,16,4
0,0.009631325,378,5,0
0,0.007665815,3,6,0
0,0,0,7,NA
0,0,275,1,0
0,0.088260645,208,7,0
0,0.887009383,0.153382838,6,0
1,0.982502573,0.440711462,6,0
0,0.910179641,207,2,0
0,0.094044325,0.302914477,5,0
0,0.263697619,0.32503888,18,0
0,0.446547587,0.00599952,2,0
0,0.011499042,0.594003748,10,3
0,0.092279262,1935,10,1
0,0.214410878,0.242126312,6,2
0,1.360426382,0.579727633,8,2
0,0.058545621,0.61535622,21,0
0,0.421826928,0.364764696,9,1
0,0.15084759,0.246188594,2,0
0,0.012526585,0.220395468,13,0
0,0.659236332,2098,12,0
0,0.9999999,0.432626949,2,2
0,0,0.207803993,2,0
0,0.194143124,0.453626635,12,0
0,0.156388315,0.035601073,3,0
0,0.756286457,3025,9,1
0,0.044772514,0.464220183,14,0
0,0.742270754,904,9,0
0,0.9999999,0.396349768,6,0
0,0.92375953,221,5,0
0,0.018164574,0.005580098,10,0
0,0.564553523,0.533081933,12,1
0,0.67542147,0.528453891,8,0
0,0.023435389,0.002039837,5,0
0,0.029920395,0.172154922,5,0
0,0.9999999,254,2,NA
1,0.781885397,0.608878224,10,0
0,0.644550406,6424,10,0
0,0,0,1,0
0,0.506618417,159,4,NA
0,0.961940945,1.567576677,5,0
0,0.231984481,1512,24,0
1,0.694050992,0.588560286,10,0
0,0.06312237,45,6,0
0,0.896284149,3907,12,0
0,0.848903306,0.450768105,14,0
0,0.013499518,0.121068249,8,0
0,0,0.533948393,14,1
0,0.026891676,0.327715782,9,3
0,0.000123965,1301,9,0
1,0,0.141428991,9,0
0,0.499807707,0.288719785,8,2
1,1.142476698,918,3,0
0,0.354989857,0.149197629,7,1
1,0.9999999,0.183962264,1,0
0,0.287098011,0.495340409,10,1
0,0.167004325,0.334580022,23,0
0,0.00012371,0.119484458,9,0
0,0.388418812,0.237507398,9,1
0,0.031278557,0.399403613,9,0
0,0,0.637093367,10,0
0,0.9999999,12,0,0
0,0.466581589,0.161788784,8,3
0,0.005048644,0.186081392,25,0
0,0.040412707,0.256435891,14,2
0,0.034249144,0.059350504,4,0
0,0.031034246,0.199175052,9,2
0,0.055948367,4196,9,2
0,0.9999999,0,1,1
0,0.9999999,0.058945908,2,0
0,0.169685622,2198,5,0
0,0.033256736,0.227267705,15,0
0,0,0.322343896,18,1
0,0.210299525,2198,11,1
0,0.064225917,0.169297951,11,2
0,0.014710953,845,4,0
0,0.008871614,0.002829612,17,1
0,0.030438782,1439,5,0
0,0.414606831,0.053429852,2,2
0,0,1061,8,NA
0,0.030499365,0.274817883,5,1
0,0.515499184,0.268448013,4,1
0,0.0276233,0.244062046,11,2
0,0.000315756,0.130573885,3,2
0,0.019555929,0.40328119,18,1
0,0.277725369,0.345676458,10,1
0,0.222120469,0.25234662,7,3
0,7.24E-05,3290,15,0
0,0.016029075,0.348258706,11,0
0,0.089276091,45,3,0
0,0.06331466,2343,6,0
0,0.077491077,0.02159784,5,0
0,0.039392122,0.163680982,3,1
0,0,1060,9,0
1,0.246529772,0.51465576,8,0
0,0.060994917,21,4,0
0,0.038641204,0.300284181,18,0
0,0.00209979,1.768901569,3,1
0,0.238652006,0.561154723,22,0
0,0.069596477,0.180364567,13,1
0,0.089632075,0.292260784,18,1
0,0.016720626,0.269771715,4,3
0,0.23784933,0.661387089,19,1
0,0.029095388,0.028490028,16,0
0,0,0.331586737,16,2
0,0.207037867,1.356640463,8,2
1,1.022995401,0.612690504,14,0
0,0.071872451,0.027314112,4,0
0,0.9999999,0.562812396,8,0
1,0.976047904,0.130284609,3,1
0,0.9999999,1851,4,0
0,0.9999999,0,0,1
0,0,673,9,1
0,0.062240866,0.299470053,7,2
0,0.426467915,1.336283186,5,0
0,0.059145958,0.315203341,11,0
0,0.185456897,0.134700822,10,1
0,0.17216531,0.271292198,8,2
0,0.56578986,0.448768297,4,4
0,0.432076496,0.616851087,14,3
0,0.51176651,0.711400529,12,0
0,0.104647287,0.159337098,8,6
0,0.260454984,0.121713729,4,0
0,0.562114779,0.161056936,4,0
0,0.952039643,0.360458453,12,1
0,0.057387692,0.225352113,4,0
1,0.92094682,0.61770428,10,0
0,0.061096945,1573,10,NA
0,0.227954528,0.336265494,5,0
0,0.102544948,1.249935914,13,0
0,0.417597067,0.249796583,3,0
0,0.029557182,2989,7,1
0,0.627163782,0.123909884,3,3
0,0.004077078,359,6,0
0,0.040602748,0.427233888,8,0
0,0.045614506,0.261227288,8,0
0,0.88495362,1.096908573,12,0
0,0.899815043,0.143671242,12,0
0,0.437003773,0.377599244,6,1
0,0.439093085,0.075624501,6,2
0,0.992230855,0.716131907,7,2
0,0.288207039,607,5,NA
0,0.006839033,42,10,NA
0,0.147591654,1951,13,2
0,0.011166201,0.005838198,7,0
0,0.232517832,0.684071575,4,0
0,0.856761937,861.5,5,2
0,0.444631058,0.170782922,12,7
0,0,0.340588988,9,4
0,0.017369727,0.001272612,4,0
0,0.374469538,230,4,0
0,0.997100145,0.197553658,6,1
0,0.26184921,0.038373237,2,1
0,0.99856528,2.744989634,6,2
0,0.041064842,0.666260658,5,0
0,0.08299726,0.413998807,18,1
0,0.361152866,0.061496516,8,0
0,0.03067643,29,4,0
0,0.000833306,0.972055888,7,0
0,0.066182196,0.052591072,10,0
0,0.141371726,0.262993468,12,0
0,0.856698511,0.148779771,8,2
0,0.041516622,0.403807837,13,2
0,0,0,2,0
0,0.860797645,2735,6,0
1,0.406654055,4239,12,0
0,0,0.215397831,8,0
0,0.00474441,5,4,0
0,0.1185452,0.378826531,8,1
1,0.622289402,0.631648142,13,0
0,0.9999999,0.025589764,1,1
0,0.717336537,2352,6,0
0,0.007054549,683,7,0
0,0.430740859,0.17252519,10,0
0,0.703918063,0.316357819,8,0
0,0.055198973,0.31233672,7,0
0,0.343559159,0.272513441,7,1
0,0.258414887,3414,15,0
0,0.701573322,458,3,0
0,0.518651241,0.207738542,8,0
0,0.457918069,0.539335416,10,0
1,0.435295387,0.124606554,18,2
1,0.9999999,1848,4,0
0,0.074799077,995,6,0
1,1.034430714,0.433426629,7,0
0,0.224512885,4452,8,0
0,0.099110788,0.421457854,11,2
0,0.014356117,0.332357247,10,0
0,0.615223049,0.484566104,14,0
0,0.023922157,21,6,0
0,0.773211878,0.280620805,8,0
0,0.087638778,0.258186739,5,1
0,0.9999999,0.202692107,2,0
0,0.000103969,0.40209965,16,1
0,0.058741376,0.493638677,15,1
1,0.075351938,0.333730429,7,0
0,0.023444913,737,24,NA
0,0.855606474,0.180920773,10,1
0,0.026827109,0.09631728,18,1
0,0.072613379,0.167497414,10,0
0,0.082265249,0.012267151,3,0
0,0.010032999,0.001999,3,0
1,0.9999999,0.11059044,6,0
0,0.015022816,0.348440899,14,0
0,0.99640036,0.341454545,13,0
0,0.13031487,0.106578684,4,2
0,0.616491698,0.81310747,12,2
0,0.020651725,0.294870513,7,1
0,0.007973474,0.171767029,7,0
0,0.673097183,0.607735925,6,0
0,0.519447379,0.68149817,9,1
0,0.347849143,0.04949604,9,0
0,0.351390438,0.626081171,11,0
0,0.025119352,0.190560839,22,0
0,0.505592777,0.713134647,10,0
0,0.412602705,1631,11,1
0,0.9999999,0.081669419,3,0
0,0.284543091,0.38861629,6,0
0,0.059022738,0.611194403,5,2
0,0.9999999,0.326684505,2,4
0,0.007390064,3.93E-05,5,0
0,0.9999999,0.305993691,4,1
0,0.394789471,0.393214227,9,1
0,0.100546528,0.480258014,20,0
0,0.9999999,0.468761157,6,2
0,0.004151215,1.19201995,8,3
0,0.017997,0.00365408,2,0
0,0.038592282,0.233554617,6,1
0,0.308882799,0.112865538,10,0
0,0.068989188,2735,9,0
0,0,0.334677419,6,0
0,0.9999999,0.00989011,1,0
0,0.044177802,13,4,NA
0,0.446570375,3407,12,0
0,0.016678245,0.274917088,29,4
0,0.807899013,0.139772046,6,0
0,0.00899907,0.155256316,13,0
0,0.018573086,0.210842035,10,0
0,0.047828318,0.282194129,9,0
0,0.065250712,0.340440165,7,0
0,0.045946295,31,2,NA
0,0.136646082,0.106223444,7,1
0,0.9999999,0.08575872,1,0
1,0.161265247,0.848768904,18,2
0,0.031927811,40,2,0
0,0.031039321,0.011836914,3,0
0,0.758241758,0.192207369,14,0
0,0.009719394,0.326819792,7,1
0,0.508900268,0.438223938,7,0
0,0.528928668,0.894819193,8,1
0,0.232369017,0.39172974,4,0
0,0.306917487,0.374068554,10,0
0,0.006238744,1177,10,1
0,0.087912088,0.119510439,3,1
0,0.877457285,0.250795382,9,0
0,0.201354655,150,5,0
0,0.459285242,0.172974768,4,0
0,0.517245072,0.542076378,16,3
1,1.201451906,1906,9,0
0,0.217992765,0.421399702,8,3
0,0.359220853,0.318995867,15,2
0,0.877915783,0.353429714,9,0
0,0.04153241,0.035539216,6,0
0,0.030986557,0.078357201,5,3
0,0.221483095,0.44617758,19,2
0,0.233551954,0.060777749,5,0
0,0.352516528,2638,9,0
0,0.580252057,0.311493527,8,0
0,0.483925804,0.378403323,6,0
0,0.061358773,0.807641048,5,2
0,0.196335124,0.354529094,8,0
0,0.499619218,0.271380111,10,0
0,0,2.170207448,9,1
0,0.805838624,0.892752119,10,1
0,0.183382489,1875,10,0
0,0.312828594,0.286281429,10,3
0,0,2.007936508,3,1
0,0.01383922,0.226804124,8,1
0,0.032723415,0.337832771,19,0
0,0.183645098,0.543787676,13,4
0,0.126834927,0.724545909,15,0
0,0.105948561,68,2,0
0,0,0.57467635,3,0
0,0.305619427,0.325650369,15,2
